Year,Age,mx,qx,lx,Lx,Tx,ex,Country,Sex
1981,0,0.078709498,0.074370839,100000,94488,6039006,60.390057,Honduras,M
1981,1,0.00790746,0.030999593,92563,362875,5944519,64.221375,Honduras,M
1981,5,0.001289518,0.006424807,89694,446883,5581644,62.23019,Honduras,M
1981,10,0.001665882,0.008296239,89118,443812,5134762,57.618042,Honduras,M
1981,15,0.002320184,0.01153668,88378,439443,4690950,53.078304,Honduras,M
1981,20,0.003070592,0.015240646,87359,433597,4251507,48.667454,Honduras,M
1981,25,0.003965257,0.019639384,86027,426080,3817911,44.380417,Honduras,M
1981,30,0.004854901,0.023994921,84338,416831,3391831,40.217396,Honduras,M
1981,35,0.005648858,0.027866498,82314,406064,2975001,36.142216,Honduras,M
1981,40,0.006682755,0.032886326,80020,393784,2568938,32.103714,Honduras,M
1981,45,0.008292049,0.040651251,77389,379392,2175154,28.106976,Honduras,M
1981,50,0.010833328,0.052793995,74243,361806,1795762,24.187801,Honduras,M
1981,55,0.015003771,0.072411388,70323,339394,1433957,20.391031,Honduras,M
1981,60,0.021734061,0.10328289,65231,309985,1094564,16.779873,Honduras,M
1981,65,0.031683091,0.14722086,58494,271800,784579,13.413095,Honduras,M
1981,70,0.048114546,0.21566844,49883,223591,512779,10.279831,Honduras,M
1981,75,0.077494562,0.32458824,39125,163873,289188,7.391562,Honduras,M
1981,80,0.12586372,0.47869331,26425,100501,125316,4.7423406,Honduras,M
1981,85,0.5551284,1,13776,24815,24815,1.8013852,Honduras,M
1989,0,0.05418507,0.051918376,100000,95817,6572555,65.72554,Honduras,M
1989,1,0.004318393,0.017088829,94809,375177,6476738,68.314133,Honduras,M
1989,5,0.000771568,0.003849674,93189,464954,6101561,65.475815,Honduras,M
1989,10,0.001188896,0.005927566,92830,462826,5636608,60.720158,Honduras,M
1989,15,0.001874931,0.009332657,92280,459329,5173782,56.066723,Honduras,M
1989,20,0.002704156,0.013433598,91418,454142,4714454,51.570412,Honduras,M
1989,25,0.003683746,0.018257318,90190,446997,4260312,47.237217,Honduras,M
1989,30,0.004586982,0.022685174,88544,437895,3813316,43.067329,Honduras,M
1989,35,0.005216198,0.025758523,86535,427323,3375421,39.006645,Honduras,M
1989,40,0.005882225,0.029001696,84306,415660,2948098,34.969223,Honduras,M
1989,45,0.006932773,0.034096543,81861,402604,2532438,30.936024,Honduras,M
1989,50,0.008698904,0.042605039,79070,387262,2129835,26.936289,Honduras,M
1989,55,0.011743899,0.057109833,75701,368128,1742573,23.019278,Honduras,M
1989,60,0.016730906,0.080425128,71378,343110,1374446,19.256052,Honduras,M
1989,65,0.024100704,0.11391451,65637,310240,1031337,15.712774,Honduras,M
1989,70,0.037287969,0.17112562,58160,266913,721097,12.398542,Honduras,M
1989,75,0.06235588,0.2697311,48208,208529,454185,9.421505,Honduras,M
1989,80,0.10666051,0.42103344,35205,138966,245656,6.9780231,Honduras,M
1989,85,0.19103985,1,20383,106691,106691,5.2345104,Honduras,M
1950,0,0.20984834,0.18398093,100000,87674,3720768,37.207672,Peru,M
1950,1,0.038776409,0.14066243,81602,296014,3633094,44.522167,Peru,M
1950,5,0.005550961,0.027337493,70124,345347,3337081,47.588566,Peru,M
1950,10,0.006516625,0.032081377,68207,335782,2991735,43.862843,Peru,M
1950,15,0.007760642,0.038093694,66019,324057,2655954,40.230488,Peru,M
1950,20,0.00903286,0.044205967,63504,310781,2331897,36.720741,Peru,M
1950,25,0.010662037,0.051980074,60697,295910,2021117,33.298843,Peru,M
1950,30,0.012470221,0.060539257,57542,279347,1725208,29.982065,Peru,M
1950,35,0.014588104,0.070473149,54058,261146,1445861,26.746578,Peru,M
1950,40,0.017702071,0.08490324,50249,241002,1184716,23.577278,Peru,M
1950,45,0.022215178,0.10545348,45982,218273,943714,20.523563,Peru,M
1950,50,0.028597642,0.13380462,41133,192456,725442,17.636478,Peru,M
1950,55,0.037337955,0.17133616,35630,163496,532986,14.959224,Peru,M
1950,60,0.049121175,0.2197047,29525,132056,369491,12.514641,Peru,M
1950,65,0.064544544,0.27943614,23038,99740,237436,10.306268,Peru,M
1950,70,0.086499237,0.35814577,16601,68733,137696,8.294775,Peru,M
1950,75,0.12083061,0.46399197,10655,40916,68964,6.4723802,Peru,M
1950,80,0.17242198,0.60242963,5712,19955,28048,4.9110465,Peru,M
1950,85,0.28054807,1,2271,8094,8094,3.5644515,Peru,M
1966,0,0.14094824,0.12878627,100000,91372,4813767,48.137665,Peru,M
1966,1,0.021552945,0.081557132,87122,329671,4722396,54.204784,Peru,M
1966,5,0.003170175,0.01571388,80017,396623,4392725,54.898079,Peru,M
1966,10,0.003363164,0.016681176,78759,390641,3996103,50.73859,Peru,M
1966,15,0.003907242,0.019354712,77445,383627,3605463,46.555222,Peru,M
1966,20,0.004640522,0.022947039,75946,375548,3221836,42.422752,Peru,M
1966,25,0.005697945,0.02810538,74204,366011,2846289,38.358028,Peru,M
1966,30,0.007029297,0.034563389,72118,354607,2480278,34.392086,Peru,M
1966,35,0.008664435,0.042439658,69626,341034,2125672,30.530266,Peru,M
1966,40,0.010964013,0.053414535,66671,324805,1784638,26.768152,Peru,M
1966,45,0.014421946,0.06969732,63110,304989,1459834,23.131927,Peru,M
1966,50,0.019808996,0.094549924,58711,280230,1154845,19.670158,Peru,M
1966,55,0.027879702,0.13065614,53160,249128,874616,16.452679,Peru,M
1966,60,0.039442405,0.18015796,46214,211088,625488,13.534636,Peru,M
1966,65,0.05575379,0.24586938,37889,167083,414401,10.937492,Peru,M
1966,70,0.078868739,0.33158049,28573,120125,247318,8.6557665,Peru,M
1966,75,0.11425214,0.44434288,19099,74277,127193,6.6598296,Peru,M
1966,80,0.16741399,0.59009469,10613,37406,52916,4.9863243,Peru,M
1966,85,0.28045723,1,4350,15511,15511,3.5656061,Peru,M
1976,0,0.10450783,0.097627826,100000,93417,5568273,55.682728,Peru,M
1976,1,0.013052588,0.050470442,90238,348921,5474856,60.671818,Peru,M
1976,5,0.001963626,0.009765395,85683,426114,5125936,59.824486,Peru,M
1976,10,0.002174362,0.010815369,84847,422029,4699823,55.392265,Peru,M
1976,15,0.002569808,0.012770281,83929,417071,4277794,50.969479,Peru,M
1976,20,0.003057067,0.015174001,82857,411267,3860724,46.595161,Peru,M
1976,25,0.00373407,0.018504515,81600,404374,3449457,42.273029,Peru,M
1976,30,0.004596924,0.022733806,80090,396078,3045084,38.021,Peru,M
1976,35,0.00572144,0.0282197,78269,386043,2649006,33.844986,Peru,M
1976,40,0.007389198,0.036302201,76061,373674,2262963,29.752314,Peru,M
1976,45,0.009955561,0.048616201,73299,357943,1889290,25.775133,Peru,M
1976,50,0.013954597,0.067511939,69736,337378,1531348,21.959394,Peru,M
1976,55,0.020223249,0.096435666,65028,310087,1193970,18.361012,Peru,M
1976,60,0.029916758,0.13956313,58757,274102,883883,15.043153,Peru,M
1976,65,0.044335905,0.20035999,50557,228471,609781,12.061437,Peru,M
1976,70,0.066020586,0.2849524,40427,174487,381311,9.4321203,Peru,M
1976,75,0.1011951,0.40381518,28908,115353,206824,7.1547766,Peru,M
1976,80,0.15487999,0.55824679,17234,62118,91472,5.3076067,Peru,M
1976,85,0.259363,1,7614,29354,29354,3.8556001,Peru,M
1987,0,0.073567078,0.069697797,100000,94741,6108374,61.083736,Peru,M
1987,1,0.007178983,0.028198304,93031,365414,6013634,64.641716,Peru,M
1987,5,0.001234167,0.006149961,90407,450506,5648221,62.475525,Peru,M
1987,10,0.001551506,0.007728752,89851,447588,5197715,57.848202,Peru,M
1987,15,0.001995153,0.009928226,89157,443659,4750127,53.278526,Peru,M
1987,20,0.002484249,0.012347628,88272,438741,4306469,48.78672,Peru,M
1987,25,0.003087528,0.015324088,87182,432701,3867728,44.364147,Peru,M
1987,30,0.003772662,0.018694047,85846,425376,3435028,40.014103,Peru,M
1987,35,0.004613447,0.022814624,84241,416591,3009652,35.726849,Peru,M
1987,40,0.005920372,0.029187143,82319,405828,2593062,31.500271,Peru,M
1987,45,0.008019618,0.039340891,79917,392035,2187235,27.369148,Peru,M
1987,50,0.011304835,0.055031091,76773,373721,1795200,23.383493,Peru,M
1987,55,0.016490698,0.079314411,72548,348927,1421479,19.593838,Peru,M
1987,60,0.024601804,0.11615096,66794,315347,1072553,16.057808,Peru,M
1987,65,0.037117708,0.17040816,59036,271032,757206,12.826365,Peru,M
1987,70,0.057573572,0.25292021,48976,215147,486175,9.9269848,Peru,M
1987,75,0.092899017,0.37694949,36589,148462,271028,7.4074998,Peru,M
1987,80,0.15190309,0.55047017,22797,82610,122567,5.3765678,Peru,M
1987,85,0.25647214,1,10248,39957,39957,3.8990588,Peru,M
2000,0,0.03880024,0.03756569,100000,96819,6643938,66.439377,Peru,M
2000,1,0.002833677,0.011256235,96244,382309,6547120,68.026665,Peru,M
2000,5,0.000718266,0.003584249,95161,474863,6164812,64.783577,Peru,M
2000,10,0.001022589,0.005100429,94820,472935,5689949,60.008518,Peru,M
2000,15,0.001454245,0.007245934,94336,470037,5217015,55.30283,Peru,M
2000,20,0.001960027,0.00975425,93652,466067,4746978,50.687496,Peru,M
2000,25,0.002573683,0.012789418,92739,460846,4280912,46.161175,Peru,M
2000,30,0.003233747,0.016044214,91553,454237,3820066,41.725513,Peru,M
2000,35,0.003969765,0.019661499,90084,446167,3365830,37.363487,Peru,M
2000,40,0.005018903,0.024795838,88313,436306,2919664,33.060699,Peru,M
2000,45,0.006647915,0.032717567,86123,423850,2483359,28.835203,Peru,M
2000,50,0.009243405,0.04521399,83305,407484,2059509,24.722588,Peru,M
2000,55,0.013519748,0.065474272,79539,385193,1652025,20.770205,Peru,M
2000,60,0.020442812,0.097433694,74331,354271,1266832,17.043238,Peru,M
2000,65,0.031482831,0.14635569,67089,311876,912562,13.60241,Peru,M
2000,70,0.05066485,0.22586058,57270,255304,600686,10.488753,Peru,M
2000,75,0.08500953,0.35054788,44335,182820,345382,7.7903519,Peru,M
2000,80,0.14444348,0.53060967,28794,105771,162563,5.6458688,Peru,M
2000,85,0.23798013,1,13516,56792,56792,4.2020316,Peru,M
2008,0,0.021511897,0.021105852,100000,98113,6946414,69.464134,Peru,M
2008,1,0.001763715,0.007024994,97890,389900,6848301,69.959564,Peru,M
2008,5,0.00051235,0.002558147,97202,485325,6458401,66.44326,Peru,M
2008,10,0.000786888,0.003927023,96954,483852,5973076,61.607899,Peru,M
2008,15,0.001160034,0.005784067,96573,481522,5489225,56.840538,Peru,M
2008,20,0.001595472,0.007946931,96014,478238,5007704,52.156094,Peru,M
2008,25,0.002112142,0.010507448,95251,473852,4529466,47.553066,Peru,M
2008,30,0.002668176,0.013255993,94250,468252,4055614,43.030426,Peru,M
2008,35,0.003314528,0.016441846,93001,461333,3587363,38.57357,Peru,M
2008,40,0.004250134,0.021036098,91472,452740,3126030,34.174931,Peru,M
2008,45,0.005723993,0.028232124,89548,441669,2673291,29.853415,Peru,M
2008,50,0.008063273,0.039550979,87020,426836,2231623,25.645191,Peru,M
2008,55,0.011800997,0.057379849,83578,406378,1804787,21.594185,Peru,M
2008,60,0.01780838,0.085392222,78782,377764,1398409,17.750412,Peru,M
2008,65,0.027697008,0.12985332,72055,337817,1020646,14.164928,Peru,M
2008,70,0.045772366,0.20620902,62698,282461,682830,10.890779,Peru,M
2008,75,0.079311632,0.33093974,49770,207669,400369,8.0445375,Peru,M
2008,80,0.14093761,0.52108639,33299,123114,192701,5.7870526,Peru,M
2008,85,0.22917062,1,15948,69587,69587,4.3635612,Peru,M
1985,0,0.069388866,0.065888725,100000,94956,6072654,60.726536,Brazil,M
1985,1,0.003731295,0.014784751,93412,370129,5977698,63.993423,Brazil,M
1985,5,0.000515626,0.002574478,92031,459499,5607569,60.931923,Brazil,M
1985,10,0.000980314,0.004890067,91794,457889,5148071,56.083389,Brazil,M
1985,15,0.00160449,0.007991674,91345,454970,4690182,51.34621,Brazil,M
1985,20,0.002359903,0.01173306,90615,450520,4235213,46.738911,Brazil,M
1985,25,0.003298768,0.016364282,89552,444239,3784693,42.262947,Brazil,M
1985,30,0.00433278,0.021440944,88086,435896,3340455,37.922798,Brazil,M
1985,35,0.005558805,0.027428102,86198,425311,2904559,33.696747,Brazil,M
1985,40,0.007353066,0.036127768,83833,411896,2479248,29.573727,Brazil,M
1985,45,0.010063843,0.049132507,80805,394493,2067353,25.584753,Brazil,M
1985,50,0.01403169,0.067872763,76834,371655,1672861,21.772404,Brazil,M
1985,55,0.019985966,0.095355958,71620,341705,1301207,18.16844,Brazil,M
1985,60,0.029253718,0.13667293,64790,302697,959502,14.809465,Brazil,M
1985,65,0.043851271,0.19837841,55935,253043,656805,11.74234,Brazil,M
1985,70,0.068229496,0.29314479,44839,192647,403763,9.0048084,Brazil,M
1985,75,0.11069164,0.43349698,31695,124124,211116,6.6609902,Brazil,M
1985,80,0.18231155,0.62616497,17955,61668,86993,4.8450456,Brazil,M
1985,85,0.26504517,1,6713,25325,25325,3.7729418,Brazil,M
1995,0,0.0445159,0.042926803,100000,96431,6464579,64.645782,Brazil,M
1995,1,0.002570852,0.010218355,95708,380408,6368148,66.537735,Brazil,M
1995,5,0.000317085,0.001584042,94730,473235,5987741,63.208927,Brazil,M
1995,10,0.000789348,0.003939278,94580,472003,5514507,58.305641,Brazil,M
1995,15,0.001409369,0.007023089,94207,469446,5042505,53.525948,Brazil,M
1995,20,0.002155083,0.010719971,93546,465319,4573059,48.886135,Brazil,M
1995,25,0.003041333,0.015096471,92543,459359,4107740,44.387699,Brazil,M
1995,30,0.003929474,0.019463813,91146,451469,3648382,40.028217,Brazil,M
1995,35,0.004896724,0.024199225,89372,441666,3196913,35.771172,Brazil,M
1995,40,0.006288568,0.030975342,87209,429560,2755248,31.593796,Brazil,M
1995,45,0.008435183,0.041339029,84508,414152,2325688,27.520596,Brazil,M
1995,50,0.011708549,0.056942631,81014,393998,1911537,23.595213,Brazil,M
1995,55,0.016747681,0.080502652,76401,367242,1517540,19.862923,Brazil,M
1995,60,0.024448626,0.11546785,70251,331783,1150298,16.374304,Brazil,M
1995,65,0.036104843,0.16612887,62139,285918,818515,13.172418,Brazil,M
1995,70,0.055520184,0.24496034,51816,228615,532598,10.278719,Brazil,M
1995,75,0.089602336,0.36602086,39123,159815,303983,7.7699537,Brazil,M
1995,80,0.14793351,0.53996885,24804,90533,144168,5.8125033,Brazil,M
1995,85,0.2127385,1,11411,53635,53635,4.7006068,Brazil,M
2005,0,0.027571879,0.026920479,100000,97638,6801858,68.018578,Brazil,M
2005,1,0.001356562,0.005408434,97308,387954,6704221,68.896942,Brazil,M
2005,5,0.000245444,0.001226395,96782,483582,6316267,65.263046,Brazil,M
2005,10,0.000712135,0.003554602,96663,482491,5832685,60.34042,Brazil,M
2005,15,0.001282069,0.006390679,96320,480120,5350195,55.546394,Brazil,M
2005,20,0.001915375,0.009533054,95704,476330,4870075,50.886936,Brazil,M
2005,25,0.002636499,0.013099607,94792,470978,4393746,46.351688,Brazil,M
2005,30,0.003301432,0.016377393,93550,464072,3922768,41.932426,Brazil,M
2005,35,0.004031457,0.019964121,92018,455680,3458697,37.587315,Brazil,M
2005,40,0.005190192,0.025631681,90181,445356,3003017,33.300034,Brazil,M
2005,45,0.007032017,0.034576543,87870,432054,2557662,29.107626,Brazil,M
2005,50,0.009824918,0.047992926,84831,414384,2125608,25.056995,Brazil,M
2005,55,0.014086963,0.06813138,80760,390593,1711225,21.189104,Brazil,M
2005,60,0.020642592,0.098340929,75258,358525,1320632,17.548203,Brazil,M
2005,65,0.030638689,0.14270028,67857,316043,962107,14.178554,Brazil,M
2005,70,0.047640651,0.21376221,58174,261023,646064,11.105841,Brazil,M
2005,75,0.078354716,0.3276009,45739,191231,385042,8.4184074,Brazil,M
2005,80,0.13176669,0.49558085,30755,115669,193811,6.3019266,Brazil,M
2005,85,0.19852152,1,15514,78143,78143,5.0372372,Brazil,M
1942,0,0.24593772,0.21114552,100000,85854,3631968,36.319675,Dominican Republic,M
1942,1,0.037351094,0.13595742,78886,287142,3546115,44.952705,Dominican Republic,M
1942,5,0.005822359,0.028653016,68161,335432,3258973,47.813293,Dominican Republic,M
1942,10,0.006282598,0.030946374,66208,326120,2923542,44.15733,Dominican Republic,M
1942,15,0.007433946,0.03651819,64159,315170,2597422,40.484447,Dominican Republic,M
1942,20,0.008874444,0.043446861,61816,302633,2282253,36.920357,Dominican Republic,M
1942,25,0.01073068,0.052306324,59130,288227,1979621,33.479195,Dominican Republic,M
1942,30,0.012880705,0.062472276,56037,271784,1691394,30.183517,Dominican Republic,M
1942,35,0.015146703,0.073077016,52537,253468,1419611,27.021547,Dominican Republic,M
1942,40,0.017978717,0.086175218,48698,233414,1166144,23.946901,Dominican Republic,M
1942,45,0.021825152,0.10369422,44501,211429,932730,20.959949,Dominican Republic,M
1942,50,0.027257692,0.12792012,39887,187186,721302,18.084024,Dominican Republic,M
1942,55,0.035490964,0.16352595,34784,160269,534117,15.355283,Dominican Republic,M
1942,60,0.047051921,0.21138863,29096,130718,373849,12.848868,Dominican Republic,M
1942,65,0.06195737,0.26968527,22946,99876,243131,10.596095,Dominican Republic,M
1942,70,0.082178876,0.34320441,16758,69984,143256,8.5488348,Dominican Republic,M
1942,75,0.11359447,0.44235083,11007,42860,73272,6.657361,Dominican Republic,M
1942,80,0.15650111,0.56244671,6138,22058,30413,4.9551549,Dominican Republic,M
1942,85,0.32142979,1,2686,8355,8355,3.1110995,Dominican Republic,M
1955,0,0.13711402,0.12557766,100000,91587,4899406,48.994053,Dominican Republic,M
1955,1,0.017779073,0.067918748,87443,334043,4807820,54.982803,Dominican Republic,M
1955,5,0.003696577,0.018296888,81504,403416,4473777,54.890762,Dominican Republic,M
1955,10,0.00358929,0.017793175,80013,396644,4070362,50.87188,Dominican Republic,M
1955,15,0.004052418,0.020066923,78589,389157,3673718,46.746346,Dominican Republic,M
1955,20,0.004733486,0.023401581,77012,380732,3284562,42.650372,Dominican Republic,M
1955,25,0.005745119,0.028334908,75210,370932,2903830,38.610069,Dominican Republic,M
1955,30,0.007135586,0.035077218,73079,359239,2532899,34.660168,Dominican Republic,M
1955,35,0.008794942,0.043065686,70515,345286,2173661,30.825628,Dominican Republic,M
1955,40,0.011087705,0.054001521,67478,328645,1828375,27.09589,Dominican Republic,M
1955,45,0.014462946,0.069888815,63835,308464,1499731,23.494217,Dominican Republic,M
1955,50,0.019541645,0.093331009,59373,283565,1191268,20.064215,Dominican Republic,M
1955,55,0.027215149,0.12773271,53832,252655,907703,16.861952,Dominican Republic,M
1955,60,0.038217753,0.17503418,46956,215052,655049,13.950437,Dominican Republic,M
1955,65,0.052941494,0.23486555,38737,171849,439997,11.358675,Dominican Republic,M
1955,70,0.073482126,0.31232917,29639,125977,268149,9.0472364,Dominican Republic,M
1955,75,0.1054977,0.41740128,20382,80641,142172,6.9754691,Dominican Republic,M
1955,80,0.15115733,0.54850882,11875,43089,61532,5.1819067,Dominican Republic,M
1955,85,0.29068843,1,5362,18443,18443,3.4401095,Dominican Republic,M
1965,0,0.11057834,0.10295097,100000,93103,5483628,54.836273,Dominican Republic,M
1965,1,0.012903388,0.049908277,89705,346965,5390526,60.091755,Dominican Republic,M
1965,5,0.002099364,0.010436566,85228,423694,5043561,59.177353,Dominican Republic,M
1965,10,0.002231251,0.01109683,84339,419446,4619868,54.777744,Dominican Republic,M
1965,15,0.002682686,0.013327622,83403,414345,4200422,50.363247,Dominican Republic,M
1965,20,0.003259856,0.01617275,82291,408261,3786077,46.008415,Dominican Republic,M
1965,25,0.004036936,0.019990994,80961,400917,3377816,41.721992,Dominican Republic,M
1965,30,0.004941283,0.024416853,79342,392059,2976900,37.520031,Dominican Republic,M
1965,35,0.005980207,0.02947795,77405,381546,2584842,33.394009,Dominican Republic,M
1965,40,0.007542607,0.037042484,75123,368935,2203296,29.329325,Dominican Republic,M
1965,45,0.010099411,0.049302042,72340,353140,1834362,25.357533,Dominican Republic,M
1965,50,0.014435737,0.069761738,68774,332353,1481222,21.53771,Dominican Republic,M
1965,55,0.021555934,0.10247805,63976,304144,1148869,17.957912,Dominican Republic,M
1965,60,0.032286178,0.14982168,57420,266452,844726,14.711463,Dominican Republic,M
1965,65,0.047344878,0.21257049,48817,219180,578275,11.845791,Dominican Republic,M
1965,70,0.068442881,0.29393223,38440,165083,359095,9.3417377,Dominican Republic,M
1965,75,0.10079561,0.40254191,27142,108393,194013,7.1482868,Dominican Republic,M
1965,80,0.1478886,0.53984916,16216,59194,85621,5.2801056,Dominican Republic,M
1965,85,0.28234819,1,7462,26428,26428,3.5417264,Dominican Republic,M
1975,0,0.088885099,0.083575703,100000,94027,5828904,58.289032,Dominican Republic,M
1975,1,0.008527692,0.033371199,91643,358622,5734877,62.578835,Dominican Republic,M
1975,5,0.001505342,0.007495681,88585,441096,5376255,60.690891,Dominican Republic,M
1975,10,0.001685557,0.00839383,87921,437830,4935160,56.132252,Dominican Republic,M
1975,15,0.002091456,0.010405053,87183,433734,4497330,51.585396,Dominican Republic,M
